Participant_ID,Dates,Active_Duration_in_mins
p16,2019-11-19,15.366666666666667
p16,2019-12-02,15.366666666666667
p16,2019-12-06,16.216666666666665
p16,2019-12-14,18.766666666666666
p16,2019-12-18,46.93333333333333
p16,2019-12-24,29.0
p16,2019-12-27,27.3
p16,2019-12-28,16.216666666666665
p16,2019-12-30,24.75
p16,2020-01-10,15.366666666666667
p16,2020-01-17,15.35
p16,2020-01-20,17.916666666666668
p16,2020-02-14,20.483333333333334
p16,2020-02-22,54.63333333333333
p16,2020-03-09,15.366666666666667
p16,2020-03-16,17.066666666666666
p16,2020-03-20,19.633333333333333
p16,2020-03-29,23.9
