Participant_ID,Dates,Active_Duration_in_mins
p09,2019-11-03,87.66666666666667
p09,2019-11-13,16.216666666666665
p09,2019-11-15,32.43333333333334
p09,2019-11-23,31.583333333333332
p09,2019-11-29,32.43333333333333
p09,2019-12-01,20.483333333333334
p09,2019-12-02,17.066666666666666
p09,2019-12-03,38.3
p09,2019-12-15,38.400000000000006
p09,2019-12-16,17.066666666666666
p09,2019-12-18,17.066666666666666
p09,2019-12-21,34.13333333333333
p09,2019-12-22,17.066666666666666
p09,2019-12-23,84.48333333333333
p09,2019-12-31,23.05
p09,2020-01-05,29.016666666666666
p09,2020-01-07,35.13333333333333
p09,2020-01-08,35.0
p09,2020-01-11,16.2
p09,2020-01-18,25.6
p09,2020-01-19,267.93333333333334
p09,2020-01-22,18.783333333333335
p09,2020-01-23,17.066666666666666
p09,2020-01-26,80.21666666666667
p09,2020-02-01,98.13333333333333
p09,2020-02-02,29.016666666666666
p09,2020-02-20,17.066666666666666
p09,2020-02-22,52.91666666666667
p09,2020-02-23,48.63333333333333
p09,2020-03-04,25.6
p09,2020-03-07,71.68333333333334
p09,2020-03-08,34.11666666666667
p09,2020-03-10,16.2
p09,2020-03-13,15.366666666666667
p09,2020-03-15,29.016666666666666
p09,2020-03-20,137.38333333333333
p09,2020-03-26,43.516666666666666
