datetime,Resting_beats_per_min
2019-11-08, 0.0
2019-11-09, 58.0
2019-11-10, 57.807162284851074
2019-11-11, 57.20771408081055
2019-11-12, 56.46173572540283
2019-11-13, 56.92208385467529
2019-11-14, 56.21684551239014
2019-11-15, 55.08343696594238
2019-11-16, 56.327890396118164
2019-11-17, 56.99093246459961
2019-11-18, 57.32547950744629
2019-11-19, 57.10204601287842
2019-11-20, 55.96010780334473
2019-11-21, 54.93721866607666
2019-11-22, 54.33335494995117
2019-11-23, 54.1515474319458
2019-11-24, 55.445197105407715
2019-11-25, 54.85158824920654
2019-11-26, 53.7756462097168
2019-11-27, 54.55968379974365
2019-11-28, 56.007134437561035
2019-11-29, 57.30809020996094
2019-11-30, 58.386549949645996
2019-12-01, 58.50502014160156
2019-12-02, 57.85385608673096
2019-12-03, 57.801695823669434
2019-12-04, 56.779991149902344
2019-12-05, 54.92530536651611
2019-12-06, 54.534077644348145
2019-12-07, 55.31774044036865
2019-12-08, 56.21711540222168
2019-12-09, 55.830183029174805
2019-12-10, 55.32680797576904
2019-12-11, 55.94547080993652
2019-12-12, 55.41680908203125
2019-12-13, 55.97493648529053
2019-12-14, 55.35256290435791
2019-12-15, 55.52332305908203
2019-12-16, 55.138407707214355
2019-12-17, 55.389580726623535
2019-12-18, 55.2614049911499
2019-12-19, 54.96061992645264
2019-12-20, 54.36319637298584
2019-12-21, 54.016783714294434
2019-12-22, 53.526339530944824
2019-12-23, 54.02453327178955
2019-12-24, 54.75826358795166
2019-12-25, 54.3559513092041
2019-12-26, 54.47832489013672
2019-12-27, 54.04421043395996
2019-12-28, 53.42056369781494
2019-12-29, 54.03110122680664
2019-12-30, 53.51182460784912
2019-12-31, 53.341278076171875
2020-01-01, 55.57780456542969
2020-01-02, 55.26144599914551
2020-01-03, 54.534358978271484
2020-01-04, 53.22039604187012
2020-01-05, 53.43681335449219
2020-01-06, 53.44004726409912
2020-01-07, 53.02932262420654
2020-01-08, 52.755282402038574
2020-01-09, 52.70371150970459
2020-01-10, 52.73064994812012
2020-01-11, 54.6773796081543
2020-01-12, 53.8531436920166
2020-01-13, 54.34998035430908
2020-01-14, 55.11507034301758
2020-01-15, 54.981438636779785
2020-01-16, 54.112525939941406
2020-01-17, 56.023396492004395
2020-01-18, 57.10157299041748
2020-01-19, 57.56239891052246
2020-01-20, 57.16038799285889
2020-01-21, 55.95334720611572
2020-01-22, 55.156211853027344
2020-01-23, 53.83052921295166
2020-01-24, 53.71842098236084
2020-01-25, 55.285231590270996
2020-01-26, 54.394680976867676
2020-01-27, 53.513153076171875
2020-01-28, 53.60969829559326
2020-01-29, 54.10439491271973
2020-01-30, 54.438395500183105
2020-01-31, 54.67650032043457
2020-02-01, 54.81351852416992
2020-02-02, 54.50321006774902
2020-02-03, 54.14263916015625
2020-02-04, 53.00606727600098
2020-02-05, 52.48157215118408
2020-02-06, 51.07762908935547
2020-02-07, 52.649657249450684
2020-02-08, 54.27710819244385
2020-02-09, 53.69105529785156
2020-02-10, 51.83596706390381
2020-02-11, 50.800506591796875
2020-02-12, 51.11022472381592
2020-02-13, 49.893311500549316
2020-02-14, 49.69369411468506
2020-02-15, 51.487457275390625
2020-02-16, 52.10250473022461
2020-02-17, 53.342894554138184
2020-02-18, 53.59341239929199
2020-02-19, 53.359418869018555
2020-02-20, 54.19353485107422
2020-02-21, 53.85183525085449
2020-02-22, 54.59869956970215
2020-02-23, 54.92684078216553
2020-02-24, 53.66111469268799
2020-02-25, 51.994688987731934
2020-02-26, 52.48948955535889
2020-02-27, 52.62321949005127
2020-02-28, 53.252747535705566
2020-02-29, 54.46369457244873
2020-03-01, 55.15640068054199
2020-03-02, 53.78923034667969
2020-03-03, 53.7810001373291
2020-03-04, 53.68789768218994
2020-03-05, 54.938899993896484
2020-03-06, 55.05061435699463
2020-03-07, 54.36316394805908
2020-03-08, 53.59245014190674
2020-03-09, 53.16079807281494
2020-03-10, 53.40140342712402
2020-03-11, 53.456833839416504
2020-03-12, 52.60077095031738
2020-03-13, 52.24573993682861
2020-03-14, 52.57822608947754
2020-03-15, 52.43131065368652
2020-03-16, 52.49947738647461
2020-03-17, 52.56961727142334
2020-03-18, 52.48140621185303
2020-03-19, 52.56710433959961
2020-03-20, 52.36586284637451
2020-03-21, 50.87630653381348
2020-03-22, 49.79665565490723
2020-03-23, 49.68869686126709
2020-03-24, 49.67430591583252
2020-03-25, 50.14663124084473
2020-03-26, 50.29250907897949
2020-03-27, 49.91049671173096
2020-03-28, 49.79629898071289
2020-03-29, 49.70303249359131
2020-03-30, 49.322346687316895
2020-03-31, 49.231117248535156
