datetime,Active_Duration_in_mins
11/07/19 19:01:53,30.25
11/07/19 20:03:49,18.783333333333335
11/08/19 07:47:56,17.916666666666668
11/09/19 13:17:55,29.016666666666666
11/09/19 13:46:46,7.0
11/10/19 13:15:46,26.733333333333334
11/10/19 19:17:44,25.6
11/11/19 17:34:08,17.933333333333334
11/12/19 16:59:24,11.5
11/13/19 07:37:51,18.766666666666666
11/13/19 21:23:04,22.2
11/15/19 16:29:44,19.633333333333333
11/16/19 14:11:18,46.083333333333336
11/17/19 20:29:04,17.933333333333334
11/18/19 17:21:55,25.616666666666667
11/19/19 07:27:40,23.9
11/19/19 17:09:29,5.283333333333333
11/22/19 06:40:55,18.766666666666666
11/22/19 10:14:16,17.066666666666666
11/22/19 17:52:34,28.166666666666668
11/23/19 11:31:28,17.6
11/24/19 13:57:26,28.166666666666668
11/25/19 17:15:17,29.866666666666667
11/26/19 07:03:08,19.633333333333333
11/26/19 17:09:18,5.366666666666666
11/28/19 07:51:19,18.766666666666666
11/28/19 14:39:16,18.783333333333335
11/29/19 07:34:02,25.6
11/29/19 21:20:10,27.316666666666666
12/02/19 07:19:39,19.633333333333333
12/03/19 16:55:45,11.933333333333334
12/03/19 18:13:12,17.916666666666668
12/04/19 07:00:26,21.333333333333332
12/04/19 19:47:43,25.6
12/05/19 19:05:39,36.7
12/07/19 14:21:59,27.316666666666666
12/08/19 12:42:43,22.2
12/08/19 13:37:42,30.166666666666668
12/08/19 15:35:58,18.766666666666666
12/10/19 16:47:42,35.86666666666667
12/13/19 09:35:02,17.066666666666666
12/13/19 10:39:02,79.36666666666666
12/13/19 14:12:24,49.483333333333334
12/14/19 10:50:43,26.466666666666665
12/14/19 12:38:15,67.41666666666667
12/14/19 17:30:58,16.216666666666665
12/15/19 15:12:33,17.066666666666666
12/17/19 11:13:53,29.883333333333333
12/19/19 07:41:43,22.183333333333334
12/19/19 11:40:40,33.28333333333333
12/19/19 16:11:11,18.783333333333335
12/20/19 16:37:24,29.866666666666667
12/21/19 11:05:10,32.43333333333333
12/22/19 11:32:13,27.316666666666666
12/22/19 14:09:15,50.35
12/24/19 10:53:15,48.63333333333333
12/28/19 10:08:33,33.28333333333333
12/30/19 12:24:33,22.183333333333334
12/31/19 11:31:23,61.45
01/02/20 12:24:41,37.55
01/03/20 17:14:36,29.783333333333335
01/03/20 18:23:42,18.783333333333335
01/04/20 12:50:32,95.58333333333333
01/04/20 15:25:01,34.13333333333333
01/06/20 18:49:38,29.966666666666665
01/07/20 14:53:25,29.016666666666666
01/08/20 20:02:06,18.783333333333335
01/10/20 06:46:07,17.933333333333334
01/11/20 10:31:11,31.583333333333332
01/11/20 12:02:31,23.033333333333335
01/11/20 13:27:00,15.366666666666667
01/12/20 10:11:16,19.633333333333333
01/12/20 12:04:46,25.616666666666667
01/13/20 07:28:52,20.483333333333334
01/13/20 19:06:41,21.85
01/14/20 08:29:19,20.483333333333334
01/14/20 21:02:54,23.05
01/16/20 18:59:28,20.783333333333335
01/16/20 19:50:34,20.483333333333334
01/17/20 19:16:07,20.483333333333334
01/18/20 16:21:50,22.183333333333334
01/20/20 10:47:33,46.083333333333336
01/20/20 21:54:53,31.583333333333332
01/21/20 07:49:50,19.616666666666667
01/21/20 14:37:26,6.783333333333333
01/21/20 16:09:03,20.483333333333334
01/21/20 18:39:15,19.633333333333333
01/22/20 16:06:12,33.28333333333333
01/22/20 19:37:00,26.466666666666665
01/23/20 07:49:14,37.55
01/23/20 15:48:50,17.916666666666668
01/24/20 12:19:26,29.033333333333335
01/25/20 13:06:04,96.43333333333334
01/26/20 10:43:16,42.666666666666664
01/26/20 13:52:43,75.1
01/29/20 12:03:28,23.05
01/30/20 16:06:28,65.71666666666667
01/30/20 20:42:08,17.066666666666666
01/31/20 07:40:07,20.483333333333334
01/31/20 16:26:42,23.9
02/01/20 13:24:38,168.13333333333333
02/02/20 12:53:36,39.266666666666666
02/02/20 13:58:28,26.45
02/02/20 15:48:33,29.866666666666667
02/03/20 18:44:06,20.466666666666665
02/04/20 15:41:10,18.783333333333335
02/05/20 07:44:38,17.933333333333334
02/05/20 21:21:21,28.166666666666668
02/07/20 15:40:18,20.483333333333334
02/09/20 10:50:32,15.35
02/09/20 16:12:38,80.36666666666666
02/10/20 14:23:36,17.916666666666668
02/12/20 08:37:24,60.583333333333336
02/12/20 18:39:20,22.066666666666666
02/13/20 07:07:31,21.333333333333332
02/13/20 16:37:35,31.583333333333332
02/14/20 11:35:12,35.85
02/15/20 10:30:54,33.28333333333333
02/15/20 11:25:31,16.216666666666665
02/15/20 14:30:44,64.0
02/15/20 17:35:55,17.066666666666666
02/16/20 16:14:32,63.15
02/17/20 07:31:05,22.183333333333334
02/17/20 20:20:53,39.266666666666666
02/18/20 07:59:05,22.183333333333334
02/18/20 13:36:10,30.716666666666665
02/18/20 15:52:08,19.166666666666668
02/19/20 08:09:00,34.13333333333333
02/19/20 17:48:28,35.0
02/19/20 18:59:19,19.616666666666667
02/20/20 14:41:08,32.95
02/21/20 14:50:22,28.15
02/21/20 18:18:35,39.266666666666666
02/21/20 19:19:11,35.85
02/22/20 11:11:35,44.38333333333333
02/22/20 13:18:45,54.61666666666667
02/22/20 16:00:02,16.216666666666665
02/23/20 22:18:41,15.366666666666667
02/25/20 14:33:50,17.066666666666666
02/25/20 20:35:40,16.216666666666665
