datetime,Resting_beats_per_min
2019-11-05, 0.0
2019-11-06, 0.0
2019-11-07, 0.0
2019-11-08, 71.0
2019-11-09, 70.04977321624756
2019-11-10, 65.97495555877686
2019-11-11, 65.93924903869629
2019-11-12, 65.37919425964355
2019-11-13, 66.14482688903809
2019-11-14, 64.53870391845703
2019-11-15, 64.07645034790039
2019-11-16, 64.17094230651855
2019-11-17, 64.21254348754883
2019-11-18, 64.96406650543213
2019-11-19, 67.43645858764648
2019-11-20, 69.29519844055176
2019-11-21, 67.27412700653076
2019-11-22, 69.2042818069458
2019-11-23, 70.90438175201416
2019-11-24, 70.63900756835938
2019-11-25, 69.02553462982178
2019-11-26, 69.27702903747559
2019-11-27, 69.65013790130615
2019-11-28, 70.04848384857178
2019-11-29, 68.5515022277832
2019-11-30, 70.48423290252686
2019-12-01, 69.65839958190918
2019-12-02, 67.5916919708252
2019-12-03, 64.72807502746582
2019-12-04, 66.4459285736084
2019-12-05, 69.15557193756104
2019-12-06, 71.64998054504395
2019-12-07, 70.68975257873535
2019-12-08, 68.64849185943604
2019-12-09, 67.43898963928223
2019-12-10, 66.98226928710938
2019-12-11, 68.0976209640503
2019-12-12, 67.19183731079102
2019-12-13, 67.70825576782227
2019-12-14, 69.06270122528076
2019-12-15, 71.69522476196289
2019-12-16, 69.99578762054443
2019-12-17, 70.0059061050415
2019-12-18, 70.66100215911865
2019-12-19, 70.1784439086914
2019-12-20, 69.65894603729248
2019-12-21, 68.53519344329834
2019-12-22, 68.19040298461914
2019-12-23, 68.17283821105957
2019-12-24, 65.25750160217285
2019-12-25, 66.1781415939331
2019-12-26, 67.00711917877197
2019-12-27, 67.01909065246582
2019-12-28, 66.67599296569824
2019-12-29, 68.10883808135986
2019-12-30, 69.84789371490479
2019-12-31, 69.05749034881592
2020-01-01, 69.24172306060791
2020-01-02, 67.66982841491699
2020-01-03, 0.0
2020-01-04, 67.9207763671875
2020-01-05, 0.0
2020-01-06, 68.34416770935059
2020-01-07, 70.25581932067871
2020-01-08, 70.01177501678467
2020-01-09, 70.30767440795898
2020-01-10, 70.99947261810303
2020-01-11, 0.0
2020-01-12, 71.54755401611328
2020-01-13, 69.25142478942871
2020-01-14, 68.35766220092773
2020-01-15, 68.42007446289062
2020-01-16, 67.7160234451294
2020-01-17, 69.29783821105957
2020-01-18, 69.84018802642822
2020-01-19, 69.98996543884277
2020-01-20, 70.03131008148193
2020-01-21, 68.84926223754883
2020-01-22, 67.18939781188965
2020-01-23, 67.71687889099121
2020-01-24, 68.69605827331543
2020-01-25, 69.5543098449707
2020-01-26, 69.5582447052002
2020-01-27, 69.09604930877686
2020-01-28, 69.04031181335449
2020-01-29, 67.71104335784912
2020-01-30, 65.5848388671875
2020-01-31, 65.60624122619629
2020-02-01, 64.32743549346924
2020-02-02, 63.93113040924072
2020-02-03, 65.12787914276123
2020-02-04, 64.50824451446533
2020-02-05, 64.07785892486572
2020-02-06, 65.78039932250977
2020-02-07, 67.42195415496826
2020-02-08, 69.00883197784424
2020-02-09, 69.70269298553467
2020-02-10, 69.6782579421997
2020-02-11, 68.22201347351074
2020-02-12, 68.48076057434082
2020-02-13, 68.2608871459961
2020-02-14, 69.65596771240234
2020-02-15, 70.44607067108154
2020-02-16, 68.16442108154297
2020-02-17, 67.41560173034668
2020-02-18, 67.0028133392334
2020-02-19, 65.9561653137207
2020-02-20, 64.90373229980469
2020-02-21, 64.03358173370361
2020-02-22, 64.3996467590332
2020-02-23, 65.19313049316406
2020-02-24, 66.94193077087402
2020-02-25, 66.858642578125
2020-02-26, 68.3120927810669
2020-02-27, 65.86871528625488
2020-02-28, 66.29369831085205
2020-02-29, 0.0
2020-03-01, 0.0
2020-03-02, 0.0
2020-03-03, 0.0
2020-03-04, 0.0
2020-03-05, 0.0
2020-03-06, 0.0
2020-03-07, 0.0
2020-03-08, 0.0
2020-03-09, 0.0
2020-03-10, 0.0
2020-03-11, 0.0
2020-03-12, 0.0
2020-03-13, 0.0
2020-03-14, 0.0
2020-03-15, 0.0
2020-03-16, 0.0
2020-03-17, 0.0
2020-03-18, 0.0
2020-03-19, 0.0
2020-03-20, 0.0
2020-03-21, 0.0
2020-03-22, 0.0
2020-03-23, 0.0
2020-03-24, 0.0
2020-03-25, 0.0
2020-03-26, 0.0
2020-03-27, 0.0
2020-03-28, 0.0
2020-03-29, 0.0
2020-03-30, 0.0
2020-03-31, 0.0
