datetime,Resting_beats_per_min
2019-11-05, 0.0
2019-11-06, 0.0
2019-11-07, 55.6679162979126
2019-11-08, 53.80065727233887
2019-11-09, 53.646626472473145
2019-11-10, 53.78922080993652
2019-11-11, 52.61652183532715
2019-11-12, 52.861595153808594
2019-11-13, 52.38880634307861
2019-11-14, 53.208542823791504
2019-11-15, 54.55295467376709
2019-11-16, 55.30376148223877
2019-11-17, 57.483527183532715
2019-11-18, 56.892160415649414
2019-11-19, 55.85757827758789
2019-11-20, 55.4412956237793
2019-11-21, 55.4818172454834
2019-11-22, 57.73783493041992
2019-11-23, 56.93072032928467
2019-11-24, 59.16588020324707
2019-11-25, 56.551207542419434
2019-11-26, 56.55622673034668
2019-11-27, 56.20097827911377
2019-11-28, 56.591370582580566
2019-11-29, 57.38034152984619
2019-11-30, 58.72146987915039
2019-12-01, 57.634098052978516
2019-12-02, 55.630921363830566
2019-12-03, 55.07942008972168
2019-12-04, 55.09125518798828
2019-12-05, 56.52183532714844
2019-12-06, 56.57923221588135
2019-12-07, 58.38473415374756
2019-12-08, 60.543731689453125
2019-12-09, 58.6755256652832
2019-12-10, 57.86398696899414
2019-12-11, 57.11247253417969
2019-12-12, 55.694236755371094
2019-12-13, 56.37915229797363
2019-12-14, 55.82217311859131
2019-12-15, 55.46092224121094
2019-12-16, 57.200096130371094
2019-12-17, 57.19074821472168
2019-12-18, 56.76277828216553
2019-12-19, 57.21604919433594
2019-12-20, 58.88996410369873
2019-12-21, 58.00957489013672
2019-12-22, 57.118669509887695
2019-12-23, 57.14425277709961
2019-12-24, 56.7537145614624
2019-12-25, 58.23028373718262
2019-12-26, 58.06095027923584
2019-12-27, 59.66966915130615
2019-12-28, 59.65057849884033
2019-12-29, 59.47086238861084
2019-12-30, 56.98141670227051
2019-12-31, 58.35550498962402
2020-01-01, 60.780311584472656
2020-01-02, 59.83023452758789
2020-01-03, 59.886794090270996
2020-01-04, 59.91717338562012
2020-01-05, 62.2788724899292
2020-01-06, 60.760918617248535
2020-01-07, 59.84506607055664
2020-01-08, 59.65305042266846
2020-01-09, 59.03867149353027
2020-01-10, 58.19147300720215
2020-01-11, 59.72539806365967
2020-01-12, 60.04243564605713
2020-01-13, 60.1619873046875
2020-01-14, 61.36836624145508
2020-01-15, 61.558725357055664
2020-01-16, 61.507187843322754
2020-01-17, 62.934518814086914
2020-01-18, 61.63257694244385
2020-01-19, 63.22004508972168
2020-01-20, 61.03094482421875
2020-01-21, 58.8745756149292
2020-01-22, 58.80087089538574
2020-01-23, 58.05955982208252
2020-01-24, 58.836435317993164
2020-01-25, 58.883687019348145
2020-01-26, 58.99528980255127
2020-01-27, 58.07536029815674
2020-01-28, 57.59058094024658
2020-01-29, 57.80033493041992
2020-01-30, 58.22132968902588
2020-01-31, 57.62302017211914
2020-02-01, 57.44515132904053
2020-02-02, 59.62560749053955
2020-02-03, 57.84424018859863
2020-02-04, 57.87099838256836
2020-02-05, 58.66803169250488
2020-02-06, 58.6647367477417
2020-02-07, 59.2246675491333
2020-02-08, 59.70772647857666
2020-02-09, 59.49345684051514
2020-02-10, 59.07296943664551
2020-02-11, 58.23183822631836
2020-02-12, 58.62939262390137
2020-02-13, 57.515225410461426
2020-02-14, 57.46395397186279
2020-02-15, 58.10739517211914
2020-02-16, 60.45293998718262
2020-02-17, 57.762420654296875
2020-02-18, 56.39400291442871
2020-02-19, 55.75871181488037
2020-02-20, 55.90914821624756
2020-02-21, 0.0
2020-02-22, 55.87343978881836
2020-02-23, 56.27193546295166
2020-02-24, 55.99148082733154
2020-02-25, 56.501498222351074
2020-02-26, 57.20426368713379
2020-02-27, 57.22768497467041
2020-02-28, 59.13088893890381
2020-02-29, 58.06852340698242
2020-03-01, 60.02617359161377
2020-03-02, 57.91425895690918
2020-03-03, 56.34825611114502
2020-03-04, 56.29103755950928
2020-03-05, 57.7854585647583
2020-03-06, 58.546531677246094
2020-03-07, 57.916686058044434
2020-03-08, 59.97154521942139
2020-03-09, 60.03900718688965
2020-03-10, 59.19132900238037
2020-03-11, 58.853607177734375
2020-03-12, 58.66343593597412
2020-03-13, 57.58255863189697
2020-03-14, 59.69022464752197
2020-03-15, 59.801777839660645
2020-03-16, 58.86740684509277
2020-03-17, 60.33128356933594
2020-03-18, 62.55669975280762
2020-03-19, 62.81834697723389
2020-03-20, 60.94653034210205
2020-03-21, 58.47750473022461
2020-03-22, 56.849209785461426
2020-03-23, 56.433156967163086
2020-03-24, 58.59474754333496
2020-03-25, 59.771084785461426
2020-03-26, 58.417633056640625
2020-03-27, 58.13850975036621
2020-03-28, 57.808390617370605
2020-03-29, 0.0
2020-03-30, 55.178128242492676
2020-03-31, 55.45779037475586
