datetime,hour,day,month,predictions,Participant_ID
2020-04-01,0,1,4,289.0,p13
2020-04-02,0,2,4,289.0,p13
2020-04-03,0,3,4,187.0,p13
2020-04-04,0,0,0,0.0,p13
2020-04-05,0,5,4,63.0,p13
2020-04-06,0,6,4,58.0,p13
2020-04-07,0,7,4,99.0,p13
2020-04-08,0,8,4,207.0,p13
2020-04-09,0,9,4,189.0,p13
2020-04-10,0,10,4,126.0,p13
2020-04-11,0,11,4,478.0,p13
2020-04-12,0,12,4,365.0,p13
2020-04-13,0,13,4,357.0,p13
2020-04-14,0,14,4,401.0,p13
2020-04-15,0,15,4,460.0,p13
2020-04-16,0,16,4,147.0,p13
2020-04-17,0,17,4,163.0,p13
2020-04-18,0,18,4,210.0,p13
2020-04-19,0,19,4,228.0,p13
2020-04-20,0,20,4,218.0,p13
2020-04-21,0,21,4,224.0,p13
2020-04-22,0,22,4,201.0,p13
2020-04-23,0,23,4,203.0,p13
2020-04-24,0,24,4,266.0,p13
2020-04-25,0,25,4,263.0,p13
2020-04-26,0,26,4,203.0,p13
2020-04-27,0,27,4,273.0,p13
2020-04-28,0,28,4,296.0,p13
2020-04-29,0,29,4,307.0,p13
2020-04-30,0,30,4,307.0,p13
2020-05-01,0,1,5,289.0,p13
2020-05-02,0,2,5,289.0,p13
2020-05-03,0,3,5,187.0,p13
2020-05-04,0,0,0,0.0,p13
2020-05-05,0,5,5,63.0,p13
2020-05-06,0,6,5,58.0,p13
2020-05-07,0,7,5,99.0,p13
2020-05-08,0,8,5,207.0,p13
2020-05-09,0,9,5,189.0,p13
2020-05-10,0,10,5,126.0,p13
2020-05-11,0,11,5,478.0,p13
2020-05-12,0,12,5,365.0,p13
2020-05-13,0,13,5,357.0,p13
2020-05-14,0,14,5,401.0,p13
2020-05-15,0,15,5,460.0,p13
2020-05-16,0,16,5,147.0,p13
2020-05-17,0,17,5,163.0,p13
2020-05-18,0,18,5,210.0,p13
2020-05-19,0,19,5,228.0,p13
2020-05-20,0,20,5,218.0,p13
2020-05-21,0,21,5,224.0,p13
2020-05-22,0,22,5,201.0,p13
2020-05-23,0,23,5,203.0,p13
2020-05-24,0,24,5,266.0,p13
2020-05-25,0,25,5,263.0,p13
2020-05-26,0,26,5,203.0,p13
2020-05-27,0,27,5,273.0,p13
2020-05-28,0,28,5,296.0,p13
2020-05-29,0,29,5,307.0,p13
2020-05-30,0,30,5,307.0,p13
2020-05-31,0,31,5,307.0,p13
2020-06-01,0,1,6,289.0,p13
2020-06-02,0,2,6,289.0,p13
2020-06-03,0,3,6,187.0,p13
2020-06-04,0,0,0,0.0,p13
2020-06-05,0,5,6,63.0,p13
2020-06-06,0,6,6,58.0,p13
2020-06-07,0,7,6,99.0,p13
2020-06-08,0,8,6,207.0,p13
2020-06-09,0,9,6,189.0,p13
2020-06-10,0,10,6,126.0,p13
2020-06-11,0,11,6,478.0,p13
2020-06-12,0,12,6,365.0,p13
2020-06-13,0,13,6,357.0,p13
2020-06-14,0,14,6,401.0,p13
2020-06-15,0,15,6,460.0,p13
2020-06-16,0,16,6,147.0,p13
2020-06-17,0,17,6,163.0,p13
2020-06-18,0,18,6,210.0,p13
2020-06-19,0,19,6,228.0,p13
2020-06-20,0,20,6,218.0,p13
2020-06-21,0,21,6,224.0,p13
2020-06-22,0,22,6,201.0,p13
2020-06-23,0,23,6,203.0,p13
2020-06-24,0,24,6,266.0,p13
2020-06-25,0,25,6,263.0,p13
2020-06-26,0,26,6,203.0,p13
2020-06-27,0,27,6,273.0,p13
2020-06-28,0,28,6,296.0,p13
2020-06-29,0,29,6,307.0,p13
2020-06-30,0,30,6,307.0,p13
2020-07-01,0,1,7,271.0,p13
2020-07-02,0,2,7,271.0,p13
2020-07-03,0,3,7,169.0,p13
2020-07-04,0,0,0,0.0,p13
2020-07-05,0,5,7,26.0,p13
2020-07-06,0,6,7,21.0,p13
2020-07-07,0,7,7,41.0,p13
2020-07-08,0,8,7,147.0,p13
2020-07-09,0,9,7,129.0,p13
2020-07-10,0,10,7,75.0,p13
2020-07-11,0,11,7,398.0,p13
2020-07-12,0,12,7,263.0,p13
2020-07-13,0,13,7,246.0,p13
2020-07-14,0,14,7,295.0,p13
2020-07-15,0,15,7,440.0,p13
2020-07-16,0,16,7,80.0,p13
2020-07-17,0,17,7,110.0,p13
2020-07-18,0,18,7,141.0,p13
2020-07-19,0,19,7,149.0,p13
2020-07-20,0,20,7,125.0,p13
2020-07-21,0,21,7,115.0,p13
2020-07-22,0,22,7,102.0,p13
2020-07-23,0,23,7,149.0,p13
2020-07-24,0,24,7,224.0,p13
2020-07-25,0,25,7,127.0,p13
2020-07-26,0,26,7,56.0,p13
2020-07-27,0,27,7,252.0,p13
2020-07-28,0,28,7,243.0,p13
2020-07-29,0,29,7,225.0,p13
2020-07-30,0,30,7,225.0,p13
2020-07-31,0,31,7,225.0,p13
2020-08-01,0,1,8,271.0,p13
2020-08-02,0,2,8,271.0,p13
2020-08-03,0,3,8,169.0,p13
2020-08-04,0,0,0,0.0,p13
2020-08-05,0,5,8,26.0,p13
2020-08-06,0,6,8,21.0,p13
2020-08-07,0,7,8,41.0,p13
2020-08-08,0,8,8,147.0,p13
2020-08-09,0,9,8,129.0,p13
2020-08-10,0,10,8,75.0,p13
2020-08-11,0,11,8,398.0,p13
2020-08-12,0,12,8,263.0,p13
2020-08-13,0,13,8,246.0,p13
2020-08-14,0,14,8,295.0,p13
2020-08-15,0,15,8,440.0,p13
2020-08-16,0,16,8,80.0,p13
2020-08-17,0,17,8,110.0,p13
2020-08-18,0,18,8,141.0,p13
2020-08-19,0,19,8,149.0,p13
2020-08-20,0,20,8,125.0,p13
2020-08-21,0,21,8,115.0,p13
2020-08-22,0,22,8,102.0,p13
2020-08-23,0,23,8,149.0,p13
2020-08-24,0,24,8,224.0,p13
2020-08-25,0,25,8,127.0,p13
2020-08-26,0,26,8,56.0,p13
2020-08-27,0,27,8,252.0,p13
2020-08-28,0,28,8,243.0,p13
2020-08-29,0,29,8,225.0,p13
2020-08-30,0,30,8,225.0,p13
2020-08-31,0,31,8,225.0,p13
2020-09-01,0,1,9,271.0,p13
2020-09-02,0,2,9,271.0,p13
2020-09-03,0,3,9,169.0,p13
2020-09-04,0,0,0,0.0,p13
2020-09-05,0,5,9,26.0,p13
2020-09-06,0,6,9,21.0,p13
2020-09-07,0,7,9,41.0,p13
2020-09-08,0,8,9,147.0,p13
2020-09-09,0,9,9,129.0,p13
2020-09-10,0,10,9,75.0,p13
2020-09-11,0,11,9,398.0,p13
2020-09-12,0,12,9,263.0,p13
2020-09-13,0,13,9,246.0,p13
2020-09-14,0,14,9,295.0,p13
2020-09-15,0,15,9,440.0,p13
2020-09-16,0,16,9,80.0,p13
2020-09-17,0,17,9,110.0,p13
2020-09-18,0,18,9,141.0,p13
2020-09-19,0,19,9,149.0,p13
2020-09-20,0,20,9,125.0,p13
2020-09-21,0,21,9,115.0,p13
2020-09-22,0,22,9,102.0,p13
2020-09-23,0,23,9,149.0,p13
2020-09-24,0,24,9,224.0,p13
2020-09-25,0,25,9,127.0,p13
2020-09-26,0,26,9,56.0,p13
2020-09-27,0,27,9,252.0,p13
2020-09-28,0,28,9,243.0,p13
2020-09-29,0,29,9,225.0,p13
2020-09-30,0,30,9,225.0,p13
2020-10-01,0,1,10,271.0,p13
2020-10-02,0,2,10,271.0,p13
2020-10-03,0,3,10,169.0,p13
2020-10-04,0,0,0,0.0,p13
2020-10-05,0,5,10,26.0,p13
2020-10-06,0,6,10,21.0,p13
2020-10-07,0,7,10,41.0,p13
2020-10-08,0,8,10,147.0,p13
2020-10-09,0,9,10,129.0,p13
2020-10-10,0,10,10,75.0,p13
2020-10-11,0,11,10,398.0,p13
2020-10-12,0,12,10,263.0,p13
2020-10-13,0,13,10,246.0,p13
2020-10-14,0,14,10,295.0,p13
2020-10-15,0,15,10,440.0,p13
2020-10-16,0,16,10,80.0,p13
2020-10-17,0,17,10,110.0,p13
2020-10-18,0,18,10,141.0,p13
2020-10-19,0,19,10,149.0,p13
2020-10-20,0,20,10,125.0,p13
2020-10-21,0,21,10,115.0,p13
2020-10-22,0,22,10,102.0,p13
2020-10-23,0,23,10,149.0,p13
2020-10-24,0,24,10,224.0,p13
2020-10-25,0,25,10,127.0,p13
2020-10-26,0,26,10,56.0,p13
2020-10-27,0,27,10,252.0,p13
2020-10-28,0,28,10,243.0,p13
2020-10-29,0,29,10,225.0,p13
2020-10-30,0,30,10,225.0,p13
2020-10-31,0,31,10,225.0,p13
2020-11-01,0,1,11,271.0,p13
2020-11-02,0,2,11,271.0,p13
2020-11-03,0,3,11,169.0,p13
2020-11-04,0,0,0,0.0,p13
2020-11-05,0,5,11,26.0,p13
2020-11-06,0,6,11,21.0,p13
2020-11-07,0,7,11,41.0,p13
2020-11-08,0,8,11,147.0,p13
2020-11-09,0,9,11,129.0,p13
2020-11-10,0,10,11,75.0,p13
2020-11-11,0,11,11,398.0,p13
2020-11-12,0,12,11,263.0,p13
2020-11-13,0,13,11,246.0,p13
2020-11-14,0,14,11,295.0,p13
2020-11-15,0,15,11,440.0,p13
