Participant_ID,Dates,Active_Duration_in_mins
p08,2019-11-11,85.3
p08,2019-11-12,126.01666666666667
p08,2019-11-13,27.316666666666666
p08,2019-11-14,83.76666666666667
p08,2019-11-15,139.73333333333332
p08,2019-11-16,54.63333333333333
p08,2019-11-17,104.15
p08,2019-11-18,50.5
p08,2019-11-19,74.08333333333333
p08,2019-11-20,92.4
p08,2019-11-21,57.516666666666666
p08,2019-11-22,104.88333333333333
p08,2019-11-23,107.5
p08,2019-11-24,79.36666666666666
p08,2019-11-25,81.66666666666667
p08,2019-11-26,70.91666666666667
p08,2019-11-27,48.58333333333333
p08,2019-11-28,141.26666666666665
p08,2019-11-29,93.30000000000001
p08,2019-11-30,135.66666666666666
p08,2019-12-01,170.55
p08,2019-12-02,122.23333333333333
p08,2019-12-03,99.98333333333333
p08,2019-12-04,104.68333333333334
p08,2019-12-05,46.63333333333334
p08,2019-12-06,107.13333333333333
p08,2019-12-07,70.83333333333334
p08,2019-12-08,140.93333333333334
p08,2019-12-09,25.6
p08,2019-12-10,74.23333333333333
p08,2019-12-11,125.4
p08,2019-12-12,39.55
p08,2019-12-17,66.03333333333333
p08,2019-12-18,51.166666666666664
p08,2019-12-19,139.1
p08,2019-12-20,16.216666666666665
p08,2019-12-21,177.01666666666665
p08,2019-12-22,60.483333333333334
p08,2019-12-23,81.76666666666667
p08,2019-12-24,15.366666666666667
p08,2019-12-26,36.63333333333333
p08,2019-12-27,68.43333333333334
p08,2019-12-29,65.13333333333334
p08,2019-12-30,56.13333333333333
p08,2019-12-31,53.91666666666667
p08,2020-01-01,159.31666666666666
p08,2020-01-02,67.56666666666666
p08,2020-01-03,18.766666666666666
p08,2020-01-04,90.1
p08,2020-01-05,83.51666666666667
p08,2020-01-06,62.93333333333334
p08,2020-01-07,62.416666666666664
p08,2020-01-08,88.8
p08,2020-01-09,61.483333333333334
p08,2020-01-10,126.44999999999999
p08,2020-01-11,55.88333333333333
p08,2020-01-18,63.15
p08,2020-01-19,69.98333333333333
p08,2020-01-21,181.41666666666669
p08,2020-01-23,55.766666666666666
p08,2020-01-26,72.53333333333333
p08,2020-01-27,23.033333333333335
p08,2020-01-29,92.18333333333334
p08,2020-01-31,58.65
p08,2020-02-01,86.1
p08,2020-02-02,73.71666666666667
p08,2020-02-03,118.31666666666666
p08,2020-02-04,105.93333333333334
p08,2020-02-05,21.333333333333332
p08,2020-02-06,125.41666666666667
p08,2020-02-07,155.93333333333334
p08,2020-02-08,128.46666666666667
p08,2020-02-09,205.18333333333334
p08,2020-02-10,60.11666666666667
p08,2020-02-11,77.83333333333333
p08,2020-02-12,88.61666666666666
p08,2020-02-13,42.15
p08,2020-02-14,99.18333333333332
p08,2020-02-15,66.7
p08,2020-02-16,127.9
p08,2020-02-17,155.03333333333333
p08,2020-02-18,86.86666666666667
p08,2020-02-20,63.68333333333333
p08,2020-02-21,183.73333333333335
p08,2020-02-23,245.55
p08,2020-02-24,56.833333333333336
p08,2020-02-25,169.31666666666666
p08,2020-02-26,81.83333333333333
p08,2020-02-27,136.5
p08,2020-02-28,158.75
p08,2020-02-29,73.4
p08,2020-03-01,151.51666666666665
p08,2020-03-02,47.25
p08,2020-03-03,53.38333333333333
p08,2020-03-04,69.58333333333333
p08,2020-03-05,77.78333333333333
p08,2020-03-06,56.9
p08,2020-03-07,101.56666666666666
p08,2020-03-08,304.53333333333336
p08,2020-03-09,40.1
p08,2020-03-10,88.53333333333333
p08,2020-03-11,22.2
p08,2020-03-12,88.26666666666667
p08,2020-03-13,62.31666666666667
p08,2020-03-14,120.31666666666666
p08,2020-03-15,108.81666666666666
p08,2020-03-16,52.78333333333333
p08,2020-03-17,88.16666666666667
p08,2020-03-18,58.083333333333336
p08,2020-03-19,94.45
p08,2020-03-20,62.45
p08,2020-03-21,175.51666666666665
p08,2020-03-22,79.73333333333333
p08,2020-03-23,41.81666666666667
p08,2020-03-24,98.98333333333333
p08,2020-03-25,230.66666666666669
p08,2020-03-26,63.516666666666666
p08,2020-03-27,112.69999999999999
p08,2020-03-28,109.55
p08,2020-03-29,106.76666666666667
p08,2020-03-30,118.05
p08,2020-03-31,128.79999999999998
