Participant_ID,Dates,Active_Duration_in_mins
p12,2019-11-07,8.0
p12,2019-11-09,24.75
p12,2019-11-15,24.733333333333334
p12,2019-11-16,42.66666666666667
p12,2019-11-17,94.95
p12,2019-11-18,34.75
p12,2019-11-22,50.266666666666666
p12,2019-11-24,22.183333333333334
p12,2019-11-25,57.71666666666667
p12,2019-11-27,33.96666666666667
p12,2019-11-29,33.28333333333333
p12,2019-12-02,1.65
p12,2019-12-04,17.916666666666668
p12,2019-12-06,59.9
p12,2019-12-07,63.150000000000006
p12,2019-12-08,27.316666666666666
p12,2019-12-09,32.43333333333333
p12,2019-12-10,40.96666666666667
p12,2019-12-11,22.2
p12,2019-12-12,68.26666666666667
p12,2019-12-14,27.3
p12,2019-12-17,47.78333333333333
p12,2019-12-20,64.86666666666667
p12,2019-12-21,16.216666666666665
p12,2020-01-10,40.96666666666667
p12,2020-01-11,45.25
p12,2020-01-12,109.23333333333332
p12,2020-01-13,21.35
p12,2020-01-15,18.766666666666666
p12,2020-01-16,60.58333333333333
p12,2020-01-17,58.88333333333333
p12,2020-01-18,220.13333333333333
p12,2020-01-19,185.16666666666666
p12,2020-01-23,17.066666666666666
p12,2020-01-25,218.46666666666667
p12,2020-01-26,61.449999999999996
p12,2020-01-27,69.13333333333333
p12,2020-01-28,29.016666666666666
p12,2020-01-29,95.56666666666666
p12,2020-01-31,33.28333333333333
p12,2020-02-01,98.15
p12,2020-02-02,34.15
p12,2020-02-03,26.45
p12,2020-02-04,38.4
p12,2020-02-05,53.766666666666666
p12,2020-02-07,65.71666666666667
p12,2020-02-08,105.81666666666666
p12,2020-02-10,47.8
p12,2020-02-11,59.733333333333334
p12,2020-02-12,44.36666666666667
p12,2020-02-18,116.91666666666667
p12,2020-02-19,64.0
p12,2020-02-22,132.26666666666668
p12,2020-02-23,124.58333333333333
p12,2020-02-25,35.833333333333336
