logId,activityName,activityTypeId,activityLevel,averageHeartRate,calories,duration,activeDuration,steps,source,logType,manualValuesSpecified,heartRateZones,lastModified,startTime,originalStartTime,originalDuration,elevationGain,hasGps,shouldFetchDetails,distance,distanceUnit,speed,tcxLink,pace,vo2Max,swimLengths,poolLength,poolLengthUnit
27042983085,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 49, 'name': 'very'}]",144.0,541,3016000,3012000,5596.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150434999', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 0}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 21}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 17}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 12}]",11/28/19 15:41:15,2019-11-28 14:24:34,11/28/19 14:24:34,3016000,426.72,False,False,5.824562,Kilometer,6.962976095617529,,,,,,
27040125325,Workout,3000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 52, 'name': 'very'}]",130.0,529,3643000,3641000,3537.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150434999', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 0}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 40}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 21}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",11/30/19 16:23:50,2019-11-30 15:18:34,11/30/19 15:18:34,3643000,127.406,False,False,,,,,,,,,
27078661949,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 10, 'name': 'very'}]",92.0,110,922000,922000,1483.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 6}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 4}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",11/30/19 17:54:27,2019-11-30 17:32:55,11/30/19 17:32:55,922000,15.24,False,False,,,,,,,,,
27089136067,Walk,90013,"[{'minutes': 2, 'name': 'sedentary'}, {'minutes': 9, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 7, 'name': 'very'}]",97.0,120,1280000,1280000,1681.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 8}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 13}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/01/19 09:21:34,2019-12-01 08:52:02,12/01/19 08:52:02,1280000,9.144,False,False,,,,,,,,,
27044624278,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",79.0,6,78000,73000,97.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150434999', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 1}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 1}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/01/19 09:51:43,2019-12-01 09:35:57,12/01/19 09:35:57,78000,0.0,False,False,0.077835,Kilometer,3.8248767123287672,,,,,,
27040560639,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 103, 'name': 'very'}]",147.0,1176,6221000,6218000,16577.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150434999', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 0}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 19}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 84}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/01/19 11:22:26,2019-12-01 09:38:16,12/01/19 09:38:16,6221000,218.542,False,False,18.593031,Kilometer,10.598474107430041,,,,,,
27131116181,Outdoor Bike,1071,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 46, 'name': 'very'}]",111.0,389,2919000,2919000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 2}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 45}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 1}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/03/19 17:33:12,2019-12-01 13:50:45,12/01/19 13:50:45,2919000,10.363,False,False,,,,,,,,,
27088924262,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 58, 'name': 'very'}]",138.0,644,3627000,3625000,9084.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150434999', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 0}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 9}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 51}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/02/19 18:14:34,2019-12-02 17:13:14,12/02/19 17:13:14,3627000,69.19,False,False,9.933937,Kilometer,9.818128551724138,,,,,,
27114919488,Sport,15000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 8, 'name': 'fairly'}, {'minutes': 18, 'name': 'very'}]",106.0,184,1536000,1536000,2181.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 2}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 24}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/02/19 20:32:25,2019-12-02 19:13:53,12/02/19 19:13:53,1536000,,False,False,,,,,,,,,
27278517208,Outdoor Bike,1071,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 18, 'name': 'very'}]",117.0,167,1229000,1229000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 0}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 20}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/09/19 19:47:12,2019-12-02 19:48:01,12/02/19 19:48:01,1229000,6.096,False,False,,,,,,,,,
27102263349,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 37, 'name': 'very'}]",160.0,459,2252000,2250000,5160.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150434999', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 0}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 8}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 6}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 23}]",12/03/19 18:08:32,2019-12-03 17:26:26,12/03/19 17:26:26,2252000,81.382,False,False,5.602945,Kilometer,8.966415999999999,,,,,,
27169722118,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 52, 'name': 'very'}]",145.0,597,3090000,3088000,8280.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150434999', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 0}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 5}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 47}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/04/19 10:13:18,2019-12-04 09:13:53,12/04/19 09:13:53,3090000,57.912,False,False,9.297859,Kilometer,10.782874352331605,,,,,,
27169145578,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 56, 'name': 'very'}]",142.0,624,3373000,3370000,8997.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150434999', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 0}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 0}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 56}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/05/19 09:14:24,2019-12-05 08:17:33,12/05/19 08:17:33,3373000,56.998,False,False,10.095695,Kilometer,10.681958456973293,,,,,,
27171324272,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 68, 'name': 'very'}]",164.0,873,4089000,4086000,9157.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150434999', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 0}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 6}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 24}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 38}]",12/06/19 09:19:28,2019-12-06 08:07:13,12/06/19 08:07:13,4089000,505.663,False,False,9.841656,Kilometer,8.590969162995595,,,,,,
27222747692,Treadmill,20049,"[{'minutes': 14, 'name': 'sedentary'}, {'minutes': 15, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 56, 'name': 'very'}]",119.0,714,5316000,5313000,9837.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150434999', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 29}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 12}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 47}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/07/19 15:49:01,2019-12-07 14:05:12,12/07/19 14:05:12,5316000,307.848,False,False,11.322976,Kilometer,7.624573687182382,,,,,,
27208401081,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 145, 'name': 'very'}]",151.0,1694,8900000,8670000,24119.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150434999', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'VO2_MAX', 'HEARTRATE', 'CALORIES', 'ELEVATION', 'STEPS', 'GPS', 'PACE']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 1}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 19}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 100}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 25}]",12/08/19 13:18:44,2019-12-08 10:42:31,12/08/19 10:42:31,8900000,899.77,True,True,25.490648,Kilometer,10.564887197231835,https://www.fitbit.com/activities/exercise/27208401081?export=tcx,340.7513902224395,{'vo2Max': 55.68585},,,
27265877733,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 14, 'name': 'fairly'}, {'minutes': 7, 'name': 'very'}]",99.0,149,1485000,1485000,1840.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 9}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 16}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/09/19 10:00:12,2019-12-09 09:30:16,12/09/19 09:30:16,1485000,9.144,False,False,,,,,,,,,
27261291796,Workout,3000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 82, 'name': 'very'}]",129.0,763,5196000,5194000,6852.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150434999', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 0}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 63}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 23}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/09/19 15:42:36,2019-12-09 14:05:17,12/09/19 14:05:17,5196000,201.473,False,False,,,,,,,,,
27273608752,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 6, 'name': 'lightly'}, {'minutes': 9, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",106.0,188,1792000,1792000,1963.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 1}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 28}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/09/19 17:02:13,2019-12-09 16:25:01,12/09/19 16:25:01,1792000,9.144,False,False,,,,,,,,,
27279955930,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 50, 'name': 'very'}]",161.0,622,3021000,3020000,7028.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150434999', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 0}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 5}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 17}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 28}]",12/10/19 17:19:43,2019-12-10 16:29:12,12/10/19 16:29:12,3021000,279.502,False,False,8.292367,Kilometer,9.761888741721855,,,,,,
27303873140,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 56, 'name': 'very'}]",136.0,605,3456000,3455000,9040.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150434999', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 0}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 13}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 44}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/11/19 11:13:42,2019-12-11 10:12:19,12/11/19 10:12:19,3456000,22.86,False,False,10.788882,Kilometer,11.18845615050651,,,,,,
27305343872,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 47, 'name': 'very'}]",156.0,570,2829000,2827000,6332.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150434999', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 0}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 4}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 27}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 16}]",12/12/19 14:41:18,2019-12-12 13:34:24,12/12/19 13:34:24,2829000,98.45,False,False,7.330445,Kilometer,9.27371206225681,,,,,,
27343942570,Hike,90012,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 21, 'name': 'lightly'}, {'minutes': 18, 'name': 'fairly'}, {'minutes': 31, 'name': 'very'}]",100.0,487,4266000,4265000,3403.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150434999', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'VO2_MAX', 'HEARTRATE', 'CALORIES', 'ELEVATION', 'STEPS', 'GPS', 'PACE']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 23}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 48}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/12/19 18:40:27,2019-12-12 17:25:57,12/12/19 17:25:57,4266000,445.922,True,True,2.011289,Kilometer,1.684783118405627,https://www.fitbit.com/activities/exercise/27343942570?export=tcx,2136.7735470941884,,,,
27341140468,Hike,90012,"[{'minutes': 7, 'name': 'sedentary'}, {'minutes': 39, 'name': 'lightly'}, {'minutes': 11, 'name': 'fairly'}, {'minutes': 33, 'name': 'very'}]",95.0,550,5427000,5425000,4242.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150434999', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'VO2_MAX', 'HEARTRATE', 'CALORIES', 'ELEVATION', 'STEPS', 'GPS', 'PACE']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 46}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 45}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/13/19 15:38:07,2019-12-13 14:06:55,12/13/19 14:06:55,5427000,455.371,False,False,2.2686640000000002,Kilometer,1.504906175115207,,2392.1757113691183,,,,
27358265420,Hike,90012,"[{'minutes': 7, 'name': 'sedentary'}, {'minutes': 13, 'name': 'lightly'}, {'minutes': 10, 'name': 'fairly'}, {'minutes': 53, 'name': 'very'}]",104.0,646,5018000,5016000,4873.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150434999', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'VO2_MAX', 'HEARTRATE', 'CALORIES', 'ELEVATION', 'STEPS', 'GPS', 'PACE']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 24}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 53}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 6}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/13/19 17:45:32,2019-12-13 16:19:29,12/13/19 16:19:29,5018000,502.31,True,True,3.202671,Kilometer,2.273655502392344,https://www.fitbit.com/activities/exercise/27358265420?export=tcx,1583.3533251682472,,,,
27341713556,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 6, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 51, 'name': 'very'}]",138.0,657,3801000,3678000,8399.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150434999', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 8}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 7}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 47}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/14/19 11:42:59,2019-12-14 10:31:54,12/14/19 10:31:54,3801000,253.289,False,False,9.768359,Kilometer,9.462792822185971,,,,,,
27337021588,Hike,90012,"[{'minutes': 2, 'name': 'sedentary'}, {'minutes': 8, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",82.0,36,633000,631000,158.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150434999', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'VO2_MAX', 'HEARTRATE', 'CALORIES', 'ELEVATION', 'STEPS', 'GPS', 'PACE']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 9}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 2}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/15/19 09:38:57,2019-12-15 09:17:29,12/15/19 09:17:29,633000,0.914,True,True,0.047562,Kilometer,0.269743264659271,https://www.fitbit.com/activities/exercise/27337021588?export=tcx,13346.023688663281,,,,
27357157874,Hike,90012,"[{'minutes': 6, 'name': 'sedentary'}, {'minutes': 22, 'name': 'lightly'}, {'minutes': 8, 'name': 'fairly'}, {'minutes': 49, 'name': 'very'}]",93.0,673,5263000,5139000,5398.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150434999', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'VO2_MAX', 'HEARTRATE', 'CALORIES', 'ELEVATION', 'STEPS', 'GPS', 'PACE']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 56}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 30}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/15/19 11:09:39,2019-12-15 09:28:14,12/15/19 09:28:14,5263000,497.434,True,True,3.49425,Kilometer,2.436196147110332,https://www.fitbit.com/activities/exercise/27357157874?export=tcx,1477.7135265853287,,,,
27342859131,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 16, 'name': 'very'}]",143.0,179,971000,969000,2256.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150434999', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 0}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 3}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 13}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/15/19 17:10:25,2019-12-15 16:35:47,12/15/19 16:35:47,971000,9.449,False,False,2.605054,Kilometer,9.489287925696594,,,,,,
27402057842,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 61, 'name': 'very'}]",147.0,695,3951000,3685000,9684.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150434999', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 0}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 1}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 60}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/16/19 15:38:58,2019-12-16 14:22:12,12/16/19 14:22:12,3951000,77.419,False,False,11.515023,Kilometer,11.150650746268658,,,,,,
27442603362,Walk,90013,"[{'minutes': 14, 'name': 'sedentary'}, {'minutes': 30, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 10, 'name': 'very'}]",83.0,257,3379000,3379000,2838.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 97, 'minutes': 41}, {'name': 'Fat Burn', 'min': 97, 'max': 135, 'minutes': 10}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",12/17/19 17:34:37,2019-12-17 16:29:22,12/17/19 16:29:22,3379000,15.24,False,False,,,,,,,,,
