Participant_ID,Dates,Active_Duration_in_mins
p13,2019-11-11,49.88333333333333
p13,2019-11-12,16.216666666666665
p13,2019-11-13,15.366666666666667
p13,2019-11-15,23.033333333333335
p13,2019-11-16,128.85
p13,2019-11-17,64.85
p13,2019-11-18,33.28333333333333
p13,2019-11-19,23.05
p13,2019-11-21,56.333333333333336
p13,2019-11-24,86.2
p13,2019-11-25,16.216666666666665
p13,2019-11-26,42.66666666666667
p13,2019-11-28,54.6
p13,2019-11-30,55.483333333333334
p13,2019-12-13,70.81666666666666
p13,2019-12-14,64.0
p13,2019-12-15,91.3
p13,2019-12-19,57.18333333333334
p13,2019-12-20,66.56666666666666
p13,2019-12-21,37.55
p13,2019-12-22,31.583333333333332
p13,2019-12-23,64.85
p13,2020-01-02,63.66666666666667
p13,2020-01-06,53.75
p13,2020-01-07,25.466666666666665
p13,2020-01-25,116.05
p13,2020-01-26,99.03333333333333
p13,2020-02-18,34.833333333333336
p13,2020-03-20,17.933333333333334
