Participant_ID,Dates,Distance
p14,2019-11-14,0.0
p14,2019-11-15,0.0
p14,2019-11-17,0.0
p14,2019-11-18,0.0
p14,2019-11-19,4.394578
p14,2019-11-20,0.0
p14,2019-11-21,0.0
p14,2019-11-23,0.0
p14,2019-11-24,0.0
p14,2019-11-25,0.0
p14,2019-11-26,0.0
p14,2019-11-27,0.0
p14,2019-11-28,0.0
p14,2019-12-02,0.0
p14,2019-12-03,0.0
p14,2019-12-04,0.0
p14,2019-12-05,0.0
p14,2019-12-06,0.0
p14,2019-12-07,0.0
p14,2019-12-09,0.0
p14,2019-12-10,6.166929
p14,2019-12-11,0.0
p14,2019-12-12,0.0
p14,2019-12-13,0.0
p14,2019-12-16,0.0
p14,2019-12-17,0.0
p14,2019-12-18,0.0
p14,2019-12-19,0.0
p14,2019-12-20,0.0
p14,2019-12-21,0.0
p14,2019-12-22,0.0
p14,2019-12-25,0.0
p14,2019-12-26,0.0
p14,2019-12-27,5.287085
p14,2019-12-28,0.0
p14,2019-12-29,0.0
p14,2019-12-30,0.0
p14,2020-01-02,0.0
p14,2020-01-03,0.0
p14,2020-01-05,4.422882
p14,2020-01-06,4.341906
p14,2020-01-07,0.0
p14,2020-01-08,4.08439
p14,2020-01-09,0.0
p14,2020-01-10,3.797351
p14,2020-01-11,9.992312
p14,2020-01-12,0.0
p14,2020-01-13,0.0
p14,2020-01-14,6.107101
p14,2020-01-15,4.486906
p14,2020-01-16,4.405671
p14,2020-01-17,2.480695
p14,2020-01-18,9.113312
p14,2020-01-19,5.289531
p14,2020-01-20,0.0
p14,2020-01-21,6.549039
p14,2020-01-22,5.041015
p14,2020-01-23,4.943351
p14,2020-01-24,0.0
p14,2020-01-25,3.194
p14,2020-01-26,4.726445
p14,2020-01-27,0.0
p14,2020-01-28,7.59171
p14,2020-01-29,0.0
p14,2020-01-30,0.0
p14,2020-01-31,0.0
p14,2020-02-01,0.0
p14,2020-02-02,0.0
p14,2020-02-03,0.0
p14,2020-02-04,5.864312
p14,2020-02-05,0.0
p14,2020-02-06,7.204742
p14,2020-02-07,0.0
p14,2020-02-08,7.147671
p14,2020-02-09,0.0
p14,2020-02-10,0.0
p14,2020-02-11,5.647406
p14,2020-02-12,0.0
p14,2020-02-13,0.0
p14,2020-02-14,6.941273
p14,2020-02-15,0.0
p14,2020-02-16,0.0
p14,2020-02-17,0.0
p14,2020-02-18,6.032421
p14,2020-02-19,0.0
p14,2020-02-20,4.36057
p14,2020-02-21,4.213984
p14,2020-02-22,3.017062
p14,2020-02-23,2.918656
p14,2020-02-24,0.0
p14,2020-02-25,0.0
p14,2020-02-26,3.990992
p14,2020-02-27,0.0
p14,2020-02-28,6.491664
p14,2020-02-29,4.33389
p14,2020-03-03,7.740578
p14,2020-03-04,0.0
p14,2020-03-06,0.0
p14,2020-03-08,8.202960000000001
p14,2020-03-09,4.285507
p14,2020-03-10,0.0
p14,2020-03-11,0.0
p14,2020-03-13,3.822296
p14,2020-03-14,10.648367
p14,2020-03-15,5.591484
p14,2020-03-17,3.709671
p14,2020-03-19,6.689281
p14,2020-03-21,16.148781
p14,2020-03-22,4.929
p14,2020-03-23,0.0
p14,2020-03-24,4.696507
p14,2020-03-25,4.62132
p14,2020-03-26,0.0
p14,2020-03-27,4.477367
p14,2020-03-29,18.920664
p14,2020-03-31,4.359453
