datetime,Resting_beats_per_min
2019-12-28, 66.51815223693848
2019-12-29, 66.96451663970947
2019-12-30, 65.55394840240479
2019-12-31, 66.37579727172852
2020-01-01, 67.73511028289795
2020-01-02, 68.1771764755249
2020-01-03, 68.3583459854126
2020-01-04, 66.66146087646484
2020-01-05, 64.36434078216553
2020-01-06, 63.76220893859863
2020-01-07, 64.06209659576416
2020-01-08, 64.33499050140381
2020-01-09, 63.49876022338867
2020-01-10, 65.38578701019287
2020-01-11, 63.748558044433594
2020-01-12, 61.8627815246582
2020-01-13, 61.03990840911865
2020-01-14, 61.76554584503174
2020-01-15, 61.62715530395508
2020-01-16, 61.54970455169678
2020-01-17, 62.529937744140625
2020-01-18, 63.092610359191895
2020-01-19, 62.905067443847656
2020-01-20, 62.79711627960205
2020-01-21, 63.092562675476074
2020-01-22, 63.08152770996094
2020-01-23, 62.79084587097168
2020-01-24, 62.6686487197876
2020-01-25, 62.06328868865967
2020-01-26, 60.88875389099121
2020-01-27, 62.72559928894043
2020-01-28, 63.85162162780762
2020-01-29, 62.78622341156006
2020-01-30, 0.0
2020-01-31, 63.40362739562988
2020-02-01, 63.47901439666748
2020-02-02, 63.68655014038086
2020-02-03, 61.53118324279785
2020-02-04, 62.020291328430176
2020-02-05, 62.29030704498291
2020-02-06, 62.956387519836426
2020-02-07, 60.74377155303955
2020-02-08, 0.0
2020-02-09, 60.21682548522949
2020-02-10, 59.53758907318115
2020-02-11, 58.86735725402832
2020-02-12, 58.24767017364502
2020-02-13, 57.529903411865234
2020-02-14, 58.788841247558594
2020-02-15, 59.977166175842285
2020-02-16, 60.60155963897705
2020-02-17, 61.06563091278076
2020-02-18, 61.55220413208008
2020-02-19, 62.82973098754883
2020-02-20, 62.877137184143066
2020-02-21, 0.0
2020-02-22, 0.0
2020-02-23, 0.0
2020-02-24, 0.0
2020-02-25, 0.0
2020-02-26, 0.0
2020-02-27, 0.0
2020-02-28, 63.1871223449707
2020-02-29, 62.13877582550049
2020-03-01, 61.001254081726074
2020-03-02, 59.80010414123535
2020-03-03, 58.52737236022949
2020-03-04, 57.45971870422363
2020-03-05, 62.288082122802734
2020-03-06, 68.72824573516846
2020-03-07, 70.60227394104004
2020-03-08, 69.26507663726807
2020-03-09, 67.00703525543213
2020-03-10, 68.10938930511475
2020-03-11, 67.82508182525635
2020-03-12, 66.65039348602295
2020-03-13, 67.82037830352783
2020-03-14, 68.1828384399414
2020-03-15, 70.03718948364258
2020-03-16, 68.72815799713135
2020-03-17, 69.10796165466309
2020-03-18, 69.1693000793457
2020-03-19, 69.06055068969727
2020-03-20, 68.82567310333252
2020-03-21, 69.48323631286621
2020-03-22, 68.78576374053955
2020-03-23, 68.55151653289795
2020-03-24, 67.5820369720459
2020-03-25, 68.09060859680176
2020-03-26, 68.34617805480957
2020-03-27, 68.48697757720947
2020-03-28, 67.54122543334961
2020-03-29, 66.99927043914795
2020-03-30, 64.64263343811035
2020-03-31, 66.35321998596191
