datetime,hour,day,month,predictions,Participant_ID
2020-04-01,0,0,0,0.0,p11
2020-04-02,0,2,4,8825.0,p11
2020-04-03,0,3,4,8260.0,p11
2020-04-04,0,4,4,29579.0,p11
2020-04-05,0,5,4,13899.0,p11
2020-04-06,0,6,4,15157.0,p11
2020-04-07,0,7,4,18549.0,p11
2020-04-08,0,8,4,24838.0,p11
2020-04-09,0,9,4,37473.0,p11
2020-04-10,0,10,4,37020.0,p11
2020-04-11,0,11,4,22695.0,p11
2020-04-12,0,12,4,25231.0,p11
2020-04-13,0,13,4,32594.0,p11
2020-04-14,0,14,4,29169.0,p11
2020-04-15,0,15,4,30270.0,p11
2020-04-16,0,16,4,7983.0,p11
2020-04-17,0,17,4,17232.0,p11
2020-04-18,0,18,4,5204.0,p11
2020-04-19,0,19,4,8865.0,p11
2020-04-20,0,20,4,19677.0,p11
2020-04-21,0,21,4,8472.0,p11
2020-04-22,0,0,0,0.0,p11
2020-04-23,0,23,4,956.0,p11
2020-04-24,0,0,0,0.0,p11
2020-04-25,0,0,0,0.0,p11
2020-04-26,0,0,0,0.0,p11
2020-04-27,0,27,4,4186.0,p11
2020-04-28,0,28,4,1444.0,p11
2020-04-29,0,0,0,0.0,p11
2020-04-30,0,0,0,0.0,p11
2020-05-01,0,0,0,0.0,p11
2020-05-02,0,2,5,8825.0,p11
2020-05-03,0,3,5,8260.0,p11
2020-05-04,0,4,5,29579.0,p11
2020-05-05,0,5,5,13899.0,p11
2020-05-06,0,6,5,15157.0,p11
2020-05-07,0,7,5,18549.0,p11
2020-05-08,0,8,5,24838.0,p11
2020-05-09,0,9,5,37473.0,p11
2020-05-10,0,10,5,37020.0,p11
2020-05-11,0,11,5,22695.0,p11
2020-05-12,0,12,5,25231.0,p11
2020-05-13,0,13,5,32594.0,p11
2020-05-14,0,14,5,29169.0,p11
2020-05-15,0,15,5,30270.0,p11
2020-05-16,0,16,5,7983.0,p11
2020-05-17,0,17,5,17232.0,p11
2020-05-18,0,18,5,5204.0,p11
2020-05-19,0,19,5,8865.0,p11
2020-05-20,0,20,5,19677.0,p11
2020-05-21,0,21,5,8472.0,p11
2020-05-22,0,0,0,0.0,p11
2020-05-23,0,23,5,956.0,p11
2020-05-24,0,0,0,0.0,p11
2020-05-25,0,0,0,0.0,p11
2020-05-26,0,0,0,0.0,p11
2020-05-27,0,27,5,4186.0,p11
2020-05-28,0,28,5,1444.0,p11
2020-05-29,0,0,0,0.0,p11
2020-05-30,0,0,0,0.0,p11
2020-05-31,0,0,0,0.0,p11
2020-06-01,0,0,0,0.0,p11
2020-06-02,0,2,6,8825.0,p11
2020-06-03,0,3,6,8260.0,p11
2020-06-04,0,4,6,29579.0,p11
2020-06-05,0,5,6,13899.0,p11
2020-06-06,0,6,6,15157.0,p11
2020-06-07,0,7,6,18549.0,p11
2020-06-08,0,8,6,24838.0,p11
2020-06-09,0,9,6,37473.0,p11
2020-06-10,0,10,6,37020.0,p11
2020-06-11,0,11,6,22695.0,p11
2020-06-12,0,12,6,25231.0,p11
2020-06-13,0,13,6,32594.0,p11
2020-06-14,0,14,6,29169.0,p11
2020-06-15,0,15,6,30270.0,p11
2020-06-16,0,16,6,7983.0,p11
2020-06-17,0,17,6,17232.0,p11
2020-06-18,0,18,6,5204.0,p11
2020-06-19,0,19,6,8865.0,p11
2020-06-20,0,20,6,19677.0,p11
2020-06-21,0,21,6,8472.0,p11
2020-06-22,0,0,0,0.0,p11
2020-06-23,0,23,6,956.0,p11
2020-06-24,0,0,0,0.0,p11
2020-06-25,0,0,0,0.0,p11
2020-06-26,0,0,0,0.0,p11
2020-06-27,0,27,6,4186.0,p11
2020-06-28,0,28,6,1444.0,p11
2020-06-29,0,0,0,0.0,p11
2020-06-30,0,0,0,0.0,p11
2020-07-01,0,0,0,0.0,p11
2020-07-02,0,2,7,8825.0,p11
2020-07-03,0,3,7,8260.0,p11
2020-07-04,0,4,7,29579.0,p11
2020-07-05,0,5,7,13899.0,p11
2020-07-06,0,6,7,15157.0,p11
2020-07-07,0,7,7,18549.0,p11
2020-07-08,0,8,7,24838.0,p11
2020-07-09,0,9,7,37473.0,p11
2020-07-10,0,10,7,37020.0,p11
2020-07-11,0,11,7,22695.0,p11
2020-07-12,0,12,7,25231.0,p11
2020-07-13,0,13,7,32594.0,p11
2020-07-14,0,14,7,29169.0,p11
2020-07-15,0,15,7,30270.0,p11
2020-07-16,0,16,7,7983.0,p11
2020-07-17,0,17,7,17232.0,p11
2020-07-18,0,18,7,5204.0,p11
2020-07-19,0,19,7,8865.0,p11
2020-07-20,0,20,7,19677.0,p11
2020-07-21,0,21,7,8472.0,p11
2020-07-22,0,0,0,0.0,p11
2020-07-23,0,23,7,956.0,p11
2020-07-24,0,0,0,0.0,p11
2020-07-25,0,0,0,0.0,p11
2020-07-26,0,0,0,0.0,p11
2020-07-27,0,27,7,4186.0,p11
2020-07-28,0,28,7,1444.0,p11
2020-07-29,0,0,0,0.0,p11
2020-07-30,0,0,0,0.0,p11
2020-07-31,0,0,0,0.0,p11
2020-08-01,0,1,8,2179.0,p11
2020-08-02,0,2,8,23018.0,p11
2020-08-03,0,3,8,20696.0,p11
2020-08-04,0,4,8,42015.0,p11
2020-08-05,0,5,8,25245.0,p11
2020-08-06,0,6,8,21279.0,p11
2020-08-07,0,7,8,24671.0,p11
2020-08-08,0,8,8,30960.0,p11
2020-08-09,0,9,8,43595.0,p11
2020-08-10,0,10,8,44392.0,p11
2020-08-11,0,11,8,40310.0,p11
2020-08-12,0,12,8,31429.0,p11
2020-08-13,0,13,8,37590.0,p11
2020-08-14,0,14,8,42016.0,p11
2020-08-15,0,15,8,43117.0,p11
2020-08-16,0,16,8,17301.0,p11
