datetime,Active_Duration_in_mins
11/01/19 14:56:32,22.183333333333334
11/01/19 19:03:11,36.7
11/02/19 13:26:38,40.96666666666667
11/04/19 21:22:08,17.066666666666666
11/05/19 19:27:25,16.216666666666665
11/05/19 22:40:41,24.333333333333332
11/08/19 15:04:32,30.733333333333334
11/09/19 06:44:58,52.05
11/10/19 07:49:30,47.78333333333333
11/11/19 20:53:44,21.0
11/12/19 05:38:14,15.366666666666667
11/14/19 15:07:34,33.28333333333333
11/14/19 20:09:40,52.916666666666664
11/14/19 21:34:10,24.75
11/15/19 08:33:52,18.766666666666666
11/15/19 10:24:48,20.483333333333334
11/15/19 14:26:19,42.666666666666664
11/16/19 06:11:02,16.216666666666665
11/16/19 14:27:42,18.766666666666666
11/16/19 18:30:55,15.35
11/17/19 08:28:55,36.7
11/18/19 20:43:15,52.5
11/19/19 21:44:23,16.216666666666665
11/21/19 15:06:49,19.633333333333333
11/21/19 19:27:06,96.43333333333334
11/22/19 14:55:23,15.366666666666667
11/22/19 15:18:26,16.216666666666665
11/22/19 20:01:46,17.066666666666666
11/23/19 07:23:37,90.46666666666667
11/23/19 09:09:24,30.116666666666667
11/24/19 08:14:31,59.733333333333334
11/24/19 15:00:44,23.05
11/25/19 15:06:22,22.2
11/26/19 06:19:45,6.816666666666666
11/26/19 06:28:37,29.566666666666666
11/26/19 20:07:18,25.6
11/27/19 16:51:30,17.083333333333332
11/27/19 19:25:58,17.083333333333332
11/28/19 20:03:11,73.38333333333334
11/29/19 14:02:26,15.366666666666667
11/29/19 21:17:40,23.05
11/30/19 09:27:18,36.7
11/30/19 14:31:06,16.216666666666665
12/01/19 12:58:11,19.633333333333333
12/02/19 14:54:35,45.233333333333334
12/03/19 07:35:32,40.25
12/03/19 19:40:08,18.783333333333335
12/05/19 20:04:09,71.68333333333334
12/05/19 22:03:38,17.066666666666666
12/06/19 15:49:30,18.783333333333335
12/07/19 12:50:00,20.483333333333334
12/07/19 20:46:14,19.633333333333333
12/08/19 07:34:48,18.766666666666666
12/08/19 17:59:28,19.633333333333333
12/08/19 19:47:00,18.766666666666666
12/13/19 14:29:01,22.183333333333334
12/13/19 15:21:55,20.483333333333334
12/13/19 21:50:11,20.483333333333334
12/14/19 22:02:34,27.316666666666666
12/15/19 07:12:07,20.483333333333334
12/15/19 08:06:44,62.3
12/15/19 19:14:03,42.666666666666664
12/16/19 21:42:57,17.933333333333334
12/17/19 18:33:58,17.916666666666668
12/17/19 21:56:12,22.183333333333334
12/18/19 17:54:17,21.333333333333332
12/18/19 21:35:18,28.95
12/19/19 15:30:26,33.28333333333333
12/19/19 19:03:46,25.6
12/19/19 21:37:22,29.866666666666667
12/20/19 19:31:30,20.483333333333334
12/20/19 21:35:14,35.85
12/21/19 08:01:35,98.15
12/21/19 14:39:15,17.916666666666668
12/21/19 21:50:11,17.066666666666666
12/22/19 08:15:40,51.2
12/23/19 08:08:26,83.63333333333334
12/23/19 21:03:16,17.066666666666666
12/25/19 09:07:20,19.633333333333333
12/26/19 13:23:11,24.3
12/26/19 19:03:14,29.016666666666666
12/27/19 07:44:25,30.716666666666665
12/28/19 07:49:59,20.483333333333334
12/29/19 19:38:48,17.066666666666666
12/31/19 17:09:28,23.883333333333333
01/02/20 12:54:21,23.9
01/03/20 06:39:59,26.85
01/03/20 14:15:51,42.666666666666664
01/03/20 18:04:33,24.733333333333334
01/04/20 07:47:37,48.55
01/04/20 13:19:40,15.366666666666667
01/05/20 07:15:59,0.03333333333333333
01/05/20 18:31:35,31.566666666666666
01/06/20 19:18:05,27.316666666666666
01/07/20 06:20:30,30.133333333333333
01/07/20 15:01:15,53.766666666666666
01/08/20 14:59:59,26.45
01/09/20 15:05:33,25.6
01/09/20 20:12:45,56.31666666666667
01/10/20 14:57:27,58.9
01/10/20 21:47:04,17.066666666666666
01/11/20 08:31:20,18.783333333333335
01/11/20 14:23:46,16.2
01/11/20 21:13:22,15.366666666666667
01/12/20 20:19:12,29.866666666666667
01/13/20 19:29:16,28.166666666666668
01/14/20 06:22:00,33.55
01/14/20 21:14:41,24.75
01/15/20 15:20:08,63.13333333333333
01/15/20 21:29:37,17.916666666666668
01/16/20 19:33:08,20.483333333333334
01/16/20 21:37:44,15.35
01/17/20 15:18:26,25.6
01/17/20 19:44:40,16.216666666666665
01/18/20 07:02:02,48.016666666666666
01/19/20 12:19:19,76.8
01/20/20 21:32:42,15.366666666666667
01/21/20 16:08:01,28.15
01/22/20 18:34:22,17.066666666666666
01/23/20 18:27:08,71.68333333333334
01/25/20 06:26:56,29.016666666666666
01/25/20 11:08:43,41.11666666666667
01/25/20 19:14:56,16.216666666666665
01/26/20 13:10:08,77.65
01/28/20 15:19:00,68.26666666666667
01/28/20 19:35:51,25.6
01/30/20 05:56:40,16.216666666666665
01/30/20 18:29:19,90.45
01/31/20 19:32:54,35.85
02/01/20 06:29:58,25.6
02/02/20 07:21:43,17.066666666666666
02/02/20 16:44:55,15.366666666666667
02/03/20 17:54:28,21.333333333333332
02/05/20 06:18:32,29.8
02/05/20 16:46:12,50.333333333333336
02/06/20 06:41:22,35.35
02/06/20 15:40:04,16.216666666666665
02/06/20 18:33:18,82.76666666666667
02/06/20 21:29:05,18.766666666666666
02/08/20 09:20:21,15.366666666666667
02/09/20 07:54:47,24.733333333333334
02/10/20 19:52:26,33.55
02/12/20 15:47:05,17.916666666666668
02/12/20 18:30:04,23.9
02/13/20 05:56:35,35.083333333333336
02/14/20 19:00:49,16.216666666666665
02/16/20 22:03:10,16.216666666666665
02/18/20 07:32:47,26.933333333333334
02/18/20 19:11:17,19.633333333333333
02/19/20 06:57:15,40.1
02/19/20 20:16:02,20.483333333333334
02/21/20 06:54:15,18.533333333333335
02/21/20 09:48:37,19.516666666666666
02/22/20 15:50:31,25.583333333333332
02/26/20 06:30:39,26.55
02/27/20 16:04:30,22.183333333333334
02/27/20 18:29:34,86.18333333333334
02/29/20 10:58:23,22.183333333333334
03/01/20 12:35:20,24.75
03/02/20 16:13:50,22.183333333333334
03/03/20 05:49:17,16.216666666666665
03/05/20 18:31:36,71.61666666666666
03/05/20 20:03:25,29.166666666666668
03/06/20 15:54:53,30.716666666666665
03/07/20 07:11:27,17.066666666666666
03/07/20 08:41:54,37.55
03/08/20 13:50:00,25.6
03/09/20 06:02:46,15.366666666666667
03/10/20 06:33:12,37.416666666666664
03/10/20 16:31:03,17.916666666666668
03/12/20 12:47:01,23.883333333333333
03/14/20 08:10:29,24.716666666666665
03/14/20 15:52:04,19.5
03/15/20 05:59:44,17.916666666666668
03/15/20 16:03:04,44.38333333333333
03/16/20 15:45:28,16.216666666666665
03/17/20 06:52:25,17.916666666666668
03/17/20 17:18:46,23.9
03/19/20 13:57:28,15.683333333333334
03/19/20 15:21:24,23.033333333333335
03/21/20 07:50:57,109.61666666666666
03/25/20 07:20:34,19.633333333333333
03/25/20 16:16:28,37.55
03/26/20 17:13:13,43.516666666666666
03/27/20 07:31:40,17.066666666666666
03/27/20 13:07:53,17.933333333333334
03/27/20 16:22:27,48.63333333333333
03/28/20 09:58:08,93.01666666666667
03/29/20 07:42:53,17.933333333333334
03/31/20 16:51:36,46.06666666666667
