datetime,Minutes_Asleep
2019-11-02,378
2019-11-03,378
2019-11-04,361
2019-11-05,326
2019-11-06,341
2019-11-07,312
2019-11-08,360
2019-11-09,344
2019-11-10,382
2019-11-11,318
2019-11-12,378
2019-11-13,320
2019-11-14,325
2019-11-15,342
2019-11-16,317
2019-11-17,337
2019-11-18,330
2019-11-19,318
2019-11-20,383
2019-11-21,327
2019-11-22,333
2019-11-23,356
2019-11-24,421
2019-11-25,332
2019-11-26,318
2019-11-27,365
2019-11-28,341
2019-11-29,309
2019-11-30,402
2019-12-01,387
2019-12-02,190
2019-12-03,345
2019-12-04,335
2019-12-05,314
2019-12-06,290
2019-12-07,424
2019-12-08,402
2019-12-09,332
2019-12-10,336
2019-12-11,416
2019-12-12,220
2019-12-13,337
2019-12-14,386
2019-12-15,369
2019-12-16,367
2019-12-17,309
2019-12-18,329
2019-12-19,310
2019-12-20,267
2019-12-21,385
2019-12-22,403
2019-12-23,430
2019-12-24,369
2019-12-25,423
2019-12-26,406
2019-12-27,417
2019-12-28,439
2019-12-29,418
2019-12-30,338
2019-12-31,364
2020-01-01,360
2020-01-02,510
2020-01-03,368
2020-01-04,459
2020-01-05,430
2020-01-06,318
2020-01-07,315
2020-01-08,327
2020-01-09,348
2020-01-10,344
2020-01-11,475
2020-01-12,414
2020-01-13,302
2020-01-14,364
2020-01-15,382
2020-01-16,351
2020-01-17,350
2020-01-18,311
2020-01-19,337
2020-01-20,359
2020-01-21,365
2020-01-22,302
2020-01-23,349
2020-01-24,392
2020-01-25,387
2020-01-26,381
2020-01-27,307
2020-01-28,326
2020-01-29,325
2020-01-30,343
2020-01-31,349
2020-02-01,326
2020-02-02,372
2020-02-03,369
2020-02-04,331
2020-02-05,300
2020-02-06,317
2020-02-07,340
2020-02-08,425
2020-02-09,379
2020-02-10,327
2020-02-11,359
2020-02-12,338
2020-02-13,330
2020-02-14,247
2020-02-15,423
2020-02-16,417
2020-02-17,289
2020-02-18,389
2020-02-19,352
2020-02-20,318
2020-02-21,263
2020-02-22,378
2020-02-23,410
2020-02-24,315
2020-02-25,264
2020-02-26,296
2020-02-27,319
2020-02-28,318
2020-02-29,362
2020-03-01,346
2020-03-02,366
2020-03-03,374
2020-03-04,300
2020-03-05,358
2020-03-06,369
2020-03-07,392
2020-03-08,371
2020-03-09,334
2020-03-10,326
2020-03-12,331
2020-03-13,389
2020-03-14,446
2020-03-15,301
2020-03-16,345
2020-03-17,473
2020-03-18,427
2020-03-19,332
2020-03-20,341
2020-03-21,381
2020-03-22,408
2020-03-23,375
2020-03-24,438
2020-03-25,347
2020-03-26,415
2020-03-27,307
2020-03-28,354
2020-03-29,349
2020-03-30,386
2020-03-31,345
