datetime,Resting_beats_per_min
2020-02-26, 71.92074203491211
2020-02-27, 70.44240856170654
2020-02-28, 72.05490779876709
2020-02-29, 73.1511754989624
2020-03-01, 74.97735595703125
2020-03-02, 76.76333141326904
2020-03-03, 74.51207637786865
2020-03-04, 71.80511474609375
2020-03-05, 72.28069400787354
2020-03-06, 72.26127243041992
2020-03-07, 72.29076290130615
2020-03-08, 71.6257438659668
2020-03-09, 72.09306526184082
2020-03-10, 71.87230396270752
2020-03-11, 72.28806972503662
2020-03-12, 72.5618953704834
2020-03-13, 70.52411556243896
2020-03-14, 70.37448310852051
2020-03-15, 69.51483917236328
2020-03-16, 68.55654811859131
2020-03-17, 67.53387260437012
2020-03-18, 67.38030338287354
2020-03-19, 68.98700141906738
2020-03-20, 70.22812271118164
2020-03-21, 70.94010066986084
2020-03-22, 70.20859909057617
2020-03-23, 68.4029016494751
2020-03-24, 67.7168779373169
2020-03-25, 67.22054958343506
2020-03-26, 67.89166355133057
2020-03-27, 67.08977794647217
2020-03-28, 66.75240707397461
2020-03-29, 67.57121658325195
2020-03-30, 66.59619235992432
2020-03-31, 66.03486728668213
