datetime,hour,day,month,predictions,Participant_ID
2020-04-01,0,0,0,0.0,p05
2020-04-02,0,2,4,10278.0,p05
2020-04-03,0,3,4,16547.0,p05
2020-04-04,0,4,4,13475.0,p05
2020-04-05,0,0,0,0.0,p05
2020-04-06,0,0,0,0.0,p05
2020-04-07,0,7,4,1349.0,p05
2020-04-08,0,8,4,2537.0,p05
2020-04-09,0,9,4,1279.0,p05
2020-04-10,0,0,0,0.0,p05
2020-04-11,0,11,4,2134.0,p05
2020-04-12,0,12,4,12157.0,p05
2020-04-13,0,13,4,5148.0,p05
2020-04-14,0,14,4,1202.0,p05
2020-04-15,0,0,0,0.0,p05
2020-04-16,0,16,4,159.0,p05
2020-04-17,0,17,4,9892.0,p05
2020-04-18,0,18,4,5235.0,p05
2020-04-19,0,0,0,0.0,p05
2020-04-20,0,20,4,1618.0,p05
2020-04-21,0,0,0,0.0,p05
2020-04-22,0,0,0,0.0,p05
2020-04-23,0,0,0,0.0,p05
2020-04-24,0,0,0,0.0,p05
2020-04-25,0,25,4,290.0,p05
2020-04-26,0,26,4,2177.0,p05
2020-04-27,0,27,4,5923.0,p05
2020-04-28,0,28,4,5442.0,p05
2020-04-29,0,29,4,1348.0,p05
2020-04-30,0,0,0,0.0,p05
2020-05-01,0,0,0,0.0,p05
2020-05-02,0,2,5,10278.0,p05
2020-05-03,0,3,5,16547.0,p05
2020-05-04,0,4,5,13475.0,p05
2020-05-05,0,0,0,0.0,p05
2020-05-06,0,0,0,0.0,p05
2020-05-07,0,7,5,1349.0,p05
2020-05-08,0,8,5,2537.0,p05
2020-05-09,0,9,5,1279.0,p05
2020-05-10,0,0,0,0.0,p05
2020-05-11,0,11,5,2134.0,p05
2020-05-12,0,12,5,12157.0,p05
2020-05-13,0,13,5,5148.0,p05
2020-05-14,0,14,5,1202.0,p05
2020-05-15,0,0,0,0.0,p05
2020-05-16,0,16,5,159.0,p05
2020-05-17,0,17,5,9892.0,p05
2020-05-18,0,18,5,5235.0,p05
2020-05-19,0,0,0,0.0,p05
2020-05-20,0,20,5,1618.0,p05
2020-05-21,0,0,0,0.0,p05
2020-05-22,0,0,0,0.0,p05
2020-05-23,0,0,0,0.0,p05
2020-05-24,0,0,0,0.0,p05
2020-05-25,0,25,5,290.0,p05
2020-05-26,0,26,5,2177.0,p05
2020-05-27,0,27,5,5923.0,p05
2020-05-28,0,28,5,5442.0,p05
2020-05-29,0,29,5,1348.0,p05
2020-05-30,0,0,0,0.0,p05
2020-05-31,0,31,5,4816.0,p05
2020-06-01,0,0,0,0.0,p05
2020-06-02,0,2,6,10278.0,p05
2020-06-03,0,3,6,16547.0,p05
2020-06-04,0,4,6,13475.0,p05
2020-06-05,0,0,0,0.0,p05
2020-06-06,0,0,0,0.0,p05
2020-06-07,0,7,6,1349.0,p05
2020-06-08,0,8,6,2537.0,p05
2020-06-09,0,9,6,1279.0,p05
2020-06-10,0,0,0,0.0,p05
2020-06-11,0,11,6,2134.0,p05
2020-06-12,0,12,6,12157.0,p05
2020-06-13,0,13,6,5148.0,p05
2020-06-14,0,14,6,1202.0,p05
2020-06-15,0,0,0,0.0,p05
2020-06-16,0,16,6,159.0,p05
2020-06-17,0,17,6,9892.0,p05
2020-06-18,0,18,6,5235.0,p05
2020-06-19,0,0,0,0.0,p05
2020-06-20,0,20,6,1618.0,p05
2020-06-21,0,0,0,0.0,p05
2020-06-22,0,0,0,0.0,p05
2020-06-23,0,0,0,0.0,p05
